[1, 1, 1, 1, 1, 2, 2, 2, 2, 5, 6, 8, 8, 8, 9, 9, 9, 9, 9, 9, 9, 10, 12, 12, 12, 12]
[1, 2, 3, 3, 3, 3, 4, 6, 6, 6, 7, 10, 12, 14, 14, 14, 14, 14, 14, 14, 15, 15, 15, 15, 16, 16]
[1, 1, 2, 3, 4, 5, 6, 9, 10, 11, 11, 11, 11, 12, 12, 12, 13, 14, 14, 14, 14, 14, 15, 15, 15, 15]
[1, 1, 1, 1, 1, 1, 2, 2, 2, 3, 4, 4, 4, 4, 4, 5, 6, 8, 8, 9, 10, 10, 10, 10, 10, 10]
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 4, 5, 6, 6, 6, 7, 7]
[1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 3, 4, 4, 4, 5, 6, 6, 8, 8, 8, 10, 10, 10, 10, 11, 11]
[1, 1, 3, 5, 5, 6, 6, 8, 8, 10, 12, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 15, 15, 15, 15, 16]
[1, 1, 2, 4, 6, 6, 8, 10, 12, 12, 12, 12, 12, 12, 12, 12, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13]
[1, 3, 5, 5, 6, 6, 8, 8, 8, 8, 8, 11, 11, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 12]
[1, 2, 4, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 7, 7, 8, 8, 9, 9, 9, 9, 9, 10, 10, 10]
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 3, 3, 4, 5, 5, 5, 5, 5, 7, 8, 10, 11, 11]
[1, 1, 1, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 5, 5, 5, 5, 7, 7]
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 4, 5]
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 3, 4, 5, 5, 5]
[1, 1, 1, 1, 1, 1, 2, 3, 4, 7, 10, 12, 12, 12, 12, 12, 12, 14, 14, 14, 15, 15, 15, 15, 15, 15]
[1, 1, 1, 1, 1, 1, 1, 2, 2, 3, 5, 5, 5, 6, 6, 6, 7, 8, 8, 8, 9, 10, 10, 10, 10, 10]
[1, 1, 1, 1, 2, 3, 5, 8, 8, 10, 10, 10, 12, 12, 12, 12, 12, 12, 14, 14, 14, 14, 14, 14, 14, 14]
[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 3, 3, 3, 3, 3, 4, 5, 5, 8, 9, 9, 10, 12, 13, 15]
[1, 2, 2, 2, 2, 2, 2, 3, 5, 6, 7, 9, 9, 10, 11, 12, 12, 13, 13, 13, 14, 14, 14, 14, 14, 14]
[1, 4, 5, 5, 7, 8, 8, 10, 10, 10, 11, 12, 13, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 15, 15, 15]
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 4, 5, 6, 8, 9, 9, 9, 10, 10, 10, 10, 11, 12, 12, 12]
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 4, 4, 4, 6, 6, 6, 7, 7, 7, 7, 7, 8, 8, 8]
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 4, 6, 6, 7, 9, 9, 9, 10, 11, 12]
[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
